country_name,party_id,farright,v2paanteli,v2papeople,v2paopresp,v2paplur,v2paminor,v2paviol,v2paimmig,v2palgbt,v2paculsup,v2parelig,v2pagender,v2pawomlab,v2pariglef,v2pawelf,v2paclient
Denmark,1204,0,-1.87,-1.812,2.786,1.908,1.806,1.719,-0.181,0.916,0.156,0.976,0.47,0.545,1.863,0.248,-2.074
Denmark,1204,0,-1.87,-1.812,2.786,1.908,1.983,1.719,-0.181,0.916,0.156,0.976,0.47,1.141,1.863,0.248,-2.074
Denmark,1204,0,-0.977,-1.386,2.786,1.908,1.983,1.719,-0.661,0.916,0.156,0.976,0.47,1.141,1.863,0.248,-2.074
Denmark,1204,0,-0.69,-1.214,1.918,1.908,1.192,1.719,-1.488,1.51,-0.931,0.976,0.832,1.141,1.004,0.896,-2.074
Denmark,1204,0,-0.983,-1.214,1.918,1.908,1.192,1.719,-1.488,1.51,-0.931,0.976,0.832,1.141,1.004,0.896,-2.074
Denmark,1204,0,-1.556,-1.556,1.918,1.908,1.192,1.719,-1.488,1.51,-0.931,0.976,0.832,1.141,1.004,0.896,-2.074
Denmark,1204,0,-1.556,-1.777,1.918,1.908,1.204,1.719,-1.488,1.51,-0.531,0.976,0.832,1.141,1.278,0.896,-2.074
Denmark,1204,0,-1.556,-1.777,2.494,1.908,1.204,1.719,-1.488,1.51,-0.531,0.976,1.638,1.141,1.278,0.896,-2.074
Denmark,1204,0,-1.579,-1.773,2.506,1.908,1.204,1.719,-1.488,1.51,-0.945,0.976,1.638,1.141,1.278,0.896,-2.074
Denmark,1507,0,-2.729,-3.184,1.477,1.803,2.522,1.753,3.448,3.69,2.369,1.737,3.532,2.552,0.167,1.006,-2.099
Denmark,1507,0,-2.729,-3.184,1.477,1.803,2.522,1.753,3.448,3.69,2.369,1.737,3.532,2.552,0.167,1.006,-2.099
Denmark,1507,0,-2.729,-3.158,1.477,1.803,2.522,1.753,3.448,3.69,2.369,1.737,3.532,2.552,0.167,1.006,-2.099
Denmark,1507,0,-2.729,-3.192,1.477,1.803,2.522,1.753,2.903,3.69,2.369,1.737,3.532,2.552,0.167,1.006,-2.099
Denmark,1507,0,-2.281,-3.411,2.132,1.786,2.534,1.734,2.936,3.709,2.355,1.758,2.923,2.557,0.154,1.222,-2.08
Denmark,1527,0,0.46,-0.399,0.9,0.609,0.854,0.411,3.445,3.694,2.991,1.735,4.487,2.575,-1.398,3.334,-2.081
Denmark,1527,0,0.46,-0.279,0.9,0.609,0.854,0.411,2.851,3.694,2.991,1.735,4.487,2.575,-3.793,3.334,-2.081
Denmark,1527,0,0.46,-0.275,0.9,0.609,0.854,0.411,2.851,3.694,2.991,1.735,4.487,2.575,-3.793,3.334,-2.081
Denmark,1601,1,2.15,0.123,0.363,0.601,-0.325,1.711,-4.44,0.081,-2.982,1.781,1.199,-0.503,2.773,-0.785,-2.099
Denmark,1601,1,2.15,0.123,0.367,0.601,-0.325,1.711,-4.44,0.081,-2.982,1.781,1.199,-0.503,2.773,-0.785,-2.099
Estonia,18,0,-0.485,-0.475,2.276,0.582,2.166,1.826,0.551,0.022,-1.148,0.882,-0.844,-0.682,-0.742,0.509,-1.615
Estonia,18,0,-0.485,-0.475,2.085,0.582,2.166,1.826,0.149,0.022,-1.148,0.882,-0.844,-0.682,-0.742,0.539,-1.615
Estonia,83,0,-1.596,-2.124,2.093,0.736,1.128,1.797,-1.243,-0.364,-0.656,0.877,-1.367,-0.168,2.329,-0.124,-2.022
Estonia,106,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,110,1,-0.689,-0.7,1.609,1.18,1.427,1.795,-1.234,0.025,-1.093,1.681,-0.853,-0.198,0.449,1.442,-0.748
Estonia,110,1,-0.74,-0.7,1.364,1.168,1.427,1.795,-1.234,-0.433,-1.093,1.681,-0.063,-0.198,0.78,1.444,-0.38
Estonia,110,1,-0.639,-0.689,1.359,1.168,0.877,1.795,-1.515,-0.433,-1.093,1.681,-0.079,-0.198,0.785,1.444,-0.401
Estonia,110,1,0.586,0.186,0.184,-0.113,0.506,0.711,-3.221,-1.778,-2.639,0.993,-0.049,-0.914,2.204,0.894,-1.263
Estonia,174,0,-0.9,-1.379,1.625,1.192,2.178,1.843,-0.775,0.022,-0.256,1.699,-0.859,0.249,-0.017,0.17,-1.056
Estonia,331,0,-0.091,-0.453,0.578,0.435,1.43,1.137,-1.653,0.355,1.102,1.718,0.831,0.254,0.234,0.824,-1.47
Estonia,331,0,-0.716,-0.718,1.18,1.023,1.42,1.137,-1.653,0.377,1.102,1.656,0.831,0.571,0.234,0.81,-1.47
Estonia,491,0,0.345,-1.167,1.492,1.892,2.173,1.812,-1.027,0.978,0.191,1.542,-0.073,0.847,1.604,0.732,-1.253
Estonia,533,0,-0.984,-0.652,1.417,0.501,2.207,1.801,-0.101,0.007,1.018,1.694,0.292,1.756,-0.533,1.3,-0.968
Estonia,533,0,-0.928,-0.592,1.135,0.746,2.207,1.801,-0.101,0.333,0.589,1.694,0.634,1.773,-1.018,1.3,-0.968
Estonia,533,0,-0.648,-0.592,1.221,0.746,2.207,1.801,-0.101,0.333,0.589,1.694,1.16,1.773,-0.792,2.054,-0.748
Estonia,533,0,-0.322,-0.339,0.654,0.746,2.207,1.138,-0.101,0.333,0.589,1.694,1.623,1.782,-1.067,1.305,-0.639
Estonia,533,0,0.22,-0.233,0.628,0.551,1.42,1.138,0.031,0.333,0.589,1.694,1.623,1.782,-1.067,2.041,-0.481
Estonia,533,0,-0.007,-0.233,0.623,0.746,1.399,1.138,0.031,-0.111,0.589,1.694,2.423,1.782,-0.905,2.041,-0.74
Estonia,533,0,-1.728,-0.764,1.527,1.913,2.145,1.819,0.361,0.792,1.502,1.694,2.423,1.769,-0.827,2.041,-0.962
Estonia,685,0,-1.727,-2.343,1.61,1.914,2.182,1.824,-1.236,-0.366,-0.612,1.547,-0.074,0.252,1.419,1.04,-1.481
Estonia,685,0,-1.727,-1.582,0.769,1.914,1.137,1.824,-1.236,-0.899,-1.132,1.547,-0.074,0.252,1.419,1.04,-1.481
Estonia,685,0,-1.727,-1.61,0.769,1.912,2.179,1.824,-1.96,-1.274,-1.421,0.941,-0.074,0.268,1.419,0.774,-1.481
Estonia,779,0,-1.885,-2.342,0.324,1.902,2.147,1.783,-1.19,-0.362,-1.434,0.551,-0.832,0.271,2.114,-0.129,-1.47
Estonia,779,0,-1.701,-2.342,1.256,1.901,2.147,1.783,-1.19,-0.362,-1.434,0.551,-0.86,0.223,1.892,-0.129,-1.47
Estonia,779,0,-1.7,-1.58,1.716,1.898,2.154,1.806,-2.199,-1.408,-0.504,0.932,-0.101,-0.189,1.611,0.754,-1.451
Estonia,821,0,-1.709,-2.396,1.672,1.899,2.124,1.796,0.374,1.932,1.049,1.714,-0.33,1.315,2.194,-0.39,-0.938
Estonia,821,0,-1.913,-2.393,1.672,1.899,2.124,1.796,0.374,2.355,1.049,1.714,-0.347,1.315,1.849,-0.39,-0.938
Estonia,821,0,-1.913,-2.393,1.672,1.899,2.124,1.796,0.407,2.355,1.049,1.714,1.379,1.348,1.649,-0.39,-0.938
Estonia,821,0,-1.913,-2.125,1.367,1.899,2.124,1.796,0.682,2.355,1.049,1.714,1.63,1.348,1.382,0.021,-0.938
Estonia,821,0,-1.913,-2.125,0.269,1.179,2.124,1.796,0.682,2.356,1.049,1.714,1.836,1.33,1.382,0.45,-0.938
Estonia,821,0,-1.913,-2.414,0.257,1.894,2.124,1.796,0.682,2.358,1.049,1.714,1.836,1.346,1.58,0.45,-0.971
Estonia,821,0,-1.706,-2.414,0.361,1.894,2.124,1.796,0.682,2.358,1.162,1.49,1.836,1.346,1.558,0.45,-0.951
Estonia,908,0,-0.286,-1.969,0.782,1.888,0.884,1.787,-2.249,0.407,-0.939,0.602,-0.853,0.69,1.894,-0.339,-1.488
Estonia,908,0,-1.665,-2.078,1.636,1.879,2.172,1.787,-2.249,0.407,-0.939,0.602,-0.82,0.689,1.882,0.05,-1.469
Estonia,1040,0,-0.35,-1.431,1.849,1.87,2.168,1.786,-0.122,2.044,1.204,1.706,1.094,0.81,0.341,0.286,-1.513
Estonia,1150,0,-1.694,-1.944,1.632,1.916,2.187,1.774,-0.732,1.331,1.499,1.681,1.078,3.069,-0.574,1.744,-2.063
Estonia,1150,0,-1.685,-2.099,1.632,1.916,2.187,1.774,-0.127,1.695,1.499,1.681,1.365,2.866,-0.574,1.744,-2.063
Estonia,1150,0,-1.681,-2.099,1.589,1.89,2.143,1.774,0.408,2.015,1.499,1.681,1.614,3.048,-0.724,1.744,-1.484
Estonia,1150,0,-1.687,-2.099,1.589,1.89,2.189,1.774,0.712,2.359,1.499,1.681,1.614,3.048,-0.798,1.744,-1.471
Estonia,1150,0,-1.687,-1.911,1.589,1.889,2.108,1.774,0.712,2.359,1.499,1.681,2.148,3.048,-1.075,1.744,-2.072
Estonia,1150,0,-1.687,-1.911,1.589,1.889,2.108,1.774,1.103,2.359,2.077,1.681,2.145,3.031,-1.088,1.744,-1.483
Estonia,1150,0,-1.687,-2.156,1.589,1.889,2.108,1.774,1.103,3.494,2.077,1.681,2.383,3.031,-1.296,1.744,-1.483
Estonia,1150,0,-1.687,-2.156,1.793,1.889,2.108,1.774,0.683,3.494,2.077,1.681,2.354,3.016,-1.296,1.744,-2.037
Estonia,1299,0,-0.174,-1.545,0.669,1.923,0.627,1.152,-1.905,-0.35,-1.424,0.55,-0.849,-0.166,1.878,0.313,-2.073
Estonia,1299,0,-1.304,-2.191,1.138,1.923,1.096,1.798,-1.195,-0.362,-1.424,0.55,-0.849,-0.166,1.878,0.313,-2.073
Estonia,1319,1,0.262,-0.771,0.507,0.572,0.377,0.483,-2.317,-0.761,-2.64,0.596,-1.382,-0.572,1.856,0.576,-1.343
Estonia,1361,0,0.192,-1.014,2.324,-0.174,1.42,0.606,-0.77,-0.012,0.061,0.994,-0.345,-0.704,0.243,-1.097,-2.059
Estonia,1556,0,-1.891,-1.369,1.635,1.891,2.168,1.824,-0.073,0.021,0.723,1.676,-0.819,0.24,0.657,0.579,-0.761
Estonia,1556,0,-1.705,-1.369,1.663,1.031,2.189,1.814,-0.073,0.021,0.723,1.676,-0.819,0.863,0.84,0.373,-0.748
Estonia,1556,0,-1.705,-1.369,1.663,1.031,2.189,1.794,-0.073,0.021,0.723,1.676,-0.819,0.863,0.648,0.373,-0.761
Estonia,1603,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,1975,0,0.357,-0.362,1.522,0.487,2.189,1.809,1.037,0.02,-1.663,0.235,-0.822,-1.141,-1.102,0.859,-1.241
Estonia,2567,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,3271,0,0.383,-0.698,1.305,1.918,2.116,1.796,-0.574,0.273,0.469,1.708,0.243,0.85,1.31,0.321,-2.221
Estonia,3929,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,5144,0,1.463,0.62,-0.113,-0.245,-0.303,0.178,-3.723,-2.125,-2.618,0.859,0.478,-1.301,1.72,1.04,-1.269
Estonia,7238,0,-1.821,-0.358,0.141,-1.116,-0.07,0.536,0.981,-0.438,1.746,1.66,-1.44,-0.622,-3.032,1.476,-0.239
Estonia,7245,0,-0.448,0.215,0.756,-1.577,-0.298,-0.02,2.743,-0.444,-0.44,1.874,-1.391,-0.723,-3.219,1.523,-0.249
Finland,479,0,-0.488,-1.583,1.228,1.961,2.507,1.828,3.849,3.626,3.319,1.761,1.435,2.727,-0.367,0.035,-1.941
Finland,479,0,-0.524,-0.88,1.228,1.961,2.507,1.828,3.849,3.626,3.319,1.833,1.435,2.753,-0.367,0.035,-1.941
Finland,479,0,-0.524,-0.88,1.228,1.961,2.507,1.919,3.849,3.798,3.319,1.833,3.998,2.752,-0.367,0.035,-1.941
Finland,479,0,-0.822,-0.88,1.22,1.961,2.507,1.895,3.849,2.486,3.319,1.833,3.998,2.752,-0.372,0.035,-1.94
Finland,479,0,-0.831,-0.88,1.255,1.961,2.507,1.895,3.849,2.486,3.319,1.833,3.998,2.752,-0.372,0.035,-1.94
Finland,479,0,-0.842,-0.88,1.235,1.961,2.507,1.895,3.849,3.833,3.319,1.833,2.503,2.752,-0.544,0.035,-1.94
Finland,479,0,-0.842,-0.88,1.235,1.961,2.507,1.895,3.849,3.833,3.319,1.833,2.499,2.752,-0.544,0.035,-1.94
Finland,479,0,-0.859,-0.897,1.235,1.93,2.498,1.892,3.845,3.817,3.335,1.841,4.027,2.763,-0.765,0.143,-1.919
Finland,495,0,-1.917,-2.58,1.696,1.948,1.869,1.891,1.057,0.133,1.451,0.643,2.018,0.725,1.961,-1.592,-1.938
Finland,495,0,-1.891,-2.58,1.668,1.948,1.869,1.891,1.057,0.783,1.451,0.643,1.31,0.725,1.961,-1.592,-1.938
Finland,495,0,-2.09,-2.58,1.675,1.948,1.869,1.891,1.223,1.013,1.451,0.643,1.977,0.725,1.961,-1.592,-1.938
Finland,495,0,-2.09,-2.58,1.671,1.948,1.869,1.891,1.248,1.012,1.451,0.643,2.485,0.725,1.981,-1.592,-1.928
Finland,495,0,-2.091,-2.16,1.669,1.948,1.869,1.891,1.246,1.012,1.451,0.643,2.485,0.725,1.981,-1.592,-1.082
Finland,495,0,-2.091,-2.16,1.663,1.948,1.869,1.891,1.267,1.012,1.451,0.643,2.485,0.725,1.981,-1.592,-1.914
Finland,495,0,-2.091,-2.16,1.697,1.948,1.869,1.891,1.231,1.285,1.451,0.643,2.485,0.725,1.981,-1.592,-1.914
Finland,495,0,-2.091,-2.16,1.066,1.948,1.869,1.891,1.247,-0.166,1.451,0.643,1.971,0.725,1.981,-1.592,-1.914
Finland,703,0,-1.091,-0.968,2.367,1.996,1.305,1.891,0.068,-2.531,0.325,-2.508,2.844,-0.634,0.569,-1.156,-2.476
Finland,901,0,-0.599,-0.488,1.69,1.948,1.879,1.883,1.086,-0.802,1.017,0.995,2.04,0.166,0.402,-0.471,-1.937
Finland,901,0,-0.306,-0.488,1.655,1.948,1.879,1.883,1.025,-0.215,1.017,0.995,2.472,0.166,0.307,-0.471,-1.937
Finland,901,0,-0.378,-0.202,2.156,1.948,1.879,1.883,0.693,-0.169,1.822,0.995,2.472,0.166,0.307,0.959,-1.937
Finland,901,0,-0.867,-0.209,2.156,1.948,1.879,1.883,0.698,-0.169,1.822,0.995,2.472,0.166,0.323,0.959,-1.94
Finland,901,0,-0.864,-0.209,2.156,1.948,1.879,1.883,0.703,-0.169,1.822,0.995,2.472,0.166,0.323,0.959,-1.084
Finland,901,0,-0.864,-0.209,2.184,1.948,1.879,1.883,0.703,0.342,1.822,0.995,1.971,0.166,0.323,0.959,-1.927
Finland,901,0,-0.869,-0.396,2.184,1.017,1.879,1.883,0.703,0.342,1.822,0.995,1.967,0.166,0.745,0.959,-1.927
Finland,901,0,-1.151,-0.218,2.184,1.949,1.879,1.883,0.703,0.342,1.822,0.993,3.171,0.166,0.132,0.959,-1.927
Finland,1044,0,0.336,0.552,1.04,1.968,2.521,1.889,0.208,1.136,2.359,1.839,0.71,1.15,-2.647,0.902,-2.168
Finland,1044,0,0.319,0.552,1.04,1.968,2.521,1.889,0.226,1.14,2.359,1.839,2.896,1.15,-2.647,0.902,-2.168
Finland,1044,0,0.357,0.552,1.04,1.968,2.521,1.889,0.248,1.14,2.359,1.839,2.896,1.15,-2.647,0.902,-2.168
Finland,1044,0,0.342,0.015,1.04,1.968,2.521,1.889,1.066,1.163,2.359,1.839,2.041,1.15,-2.671,0.902,-1.902
Finland,1044,0,0.572,0.015,1.04,1.968,2.521,1.889,1.066,1.893,2.359,1.839,2.9,1.15,-2.671,0.902,-1.902
Finland,1044,0,0.326,0.018,1.04,1.968,2.521,1.889,1.066,1.893,2.359,1.839,2.9,1.15,-2.671,0.902,-1.902
Finland,1044,0,0.58,0.018,1.053,1.968,2.521,1.889,1.066,1.893,2.359,1.839,2.9,1.15,-2.671,0.902,-1.902
Finland,1044,0,0.37,0.24,1.372,1.968,2.521,1.889,1.869,2.694,3.33,1.839,4.067,2.772,-2.748,0.902,-1.902
Finland,1229,0,-1.493,-2.612,3.254,1.956,2.513,1.89,3.961,1.488,1.497,1.826,2.022,1.205,1.709,-1.109,-2.126
Finland,1229,0,-2.601,-2.612,3.254,1.956,2.513,1.89,3.961,1.695,1.497,1.826,0.646,1.205,1.709,-1.109,-2.126
Finland,1229,0,-2.724,-2.612,3.254,1.956,2.513,1.89,3.961,1.957,1.497,1.826,3.179,1.205,1.709,-1.109,-2.126
Finland,1303,0,-0.633,0.236,1.689,1.225,2.515,1.887,1.482,0.806,2.787,1.809,2.471,1.891,-1.34,0.617,-1.902
Finland,1303,0,-0.615,0.236,1.689,1.932,2.515,1.887,1.482,0.799,2.787,1.809,2.471,1.891,-1.34,0.617,-1.902
Finland,1303,0,-0.615,0.236,1.689,1.932,2.515,1.887,1.562,0.651,2.787,1.809,2.471,1.891,-1.34,0.422,-1.902
Finland,1303,0,-0.615,0.236,1.689,1.932,2.515,1.887,1.562,1.071,2.787,1.809,2.471,1.891,-1.335,0.422,-1.931
Finland,1303,0,-0.4,0.236,1.689,1.932,2.515,1.887,1.562,1.068,2.787,1.809,2.471,1.891,-1.335,0.422,-1.931
Finland,1303,0,-0.416,0.236,1.689,1.932,2.515,1.887,1.568,1.068,2.787,1.809,2.471,1.891,-1.335,0.422,-1.931
Finland,1303,0,-0.422,0.236,2.361,1.932,2.515,1.887,1.568,1.285,2.787,1.809,2.471,1.891,-1.335,0.422,-1.931
Finland,1303,0,-0.417,0.236,2.339,1.178,2.515,1.887,1.586,1.276,2.787,1.809,4.066,1.891,-1.335,0.422,-1.931
Finland,1689,1,2.028,2.904,-0.884,1.162,-0.19,0.548,-3.671,-1.446,0.082,-0.264,0.764,-0.675,0.688,-1.092,-2.473
Finland,1689,1,2.028,2.08,-0.898,1.162,-0.19,0.548,-3.671,-1.446,0.082,-0.264,1.298,-0.675,0.688,-1.092,-2.473
Finland,1689,1,2.151,2.344,-1.835,1.162,-0.19,0.45,-3.118,-2.059,0.082,-0.238,0.649,-0.675,0.688,-0.466,-2.473
France,213,0,-0.997,-1.93,1.069,1.815,1.92,1.866,-0.243,-0.381,-0.009,0.52,0.299,-0.137,1.307,-0.238,-1.433
France,213,0,-0.997,-1.93,1.069,1.815,1.92,1.866,-0.243,-0.381,-0.009,0.52,0.299,-0.137,1.783,-0.238,-1.433
France,213,0,-1.306,-1.674,1.067,1.844,1.595,1.953,-0.262,0.472,0.337,0.629,0.694,-0.282,0.92,-1.137,-1.452
France,213,0,-0.77,-1.692,1.182,1.852,1.646,1.945,-0.272,0.441,-0.022,0.666,0.677,-0.267,0.903,-1.14,-1.459
France,433,1,2.147,0.436,-1.685,0.323,-0.178,-0.549,-4.462,-1.984,-2.712,0.072,-0.659,-1.523,1.219,0.588,-0.898
France,433,1,2.147,0.436,-1.685,0.323,-0.178,0.054,-4.462,-1.984,-2.712,0.072,-0.659,-1.523,1.219,0.588,-0.898
France,433,1,2.147,0.436,-1.685,0.323,-0.178,-0.58,-4.462,-1.984,-1.848,0.072,0.312,-1.523,1.219,0.588,-0.898
France,433,1,2.543,0.651,-1.345,0.657,-0.293,0.005,-3.31,-0.741,-2.195,0.636,0.489,-0.525,0.025,-1.386,-0.984
France,433,1,2.543,0.651,-1.345,0.657,-0.293,-0.182,-2.558,-0.207,-3.004,0.636,0.489,-0.525,0.382,-1.386,-0.602
France,509,0,-1.012,-1.361,0.505,1.132,1.916,1.874,-0.276,0.248,-0.012,0.484,-0.12,-0.145,1.8,-0.262,-1.454
France,509,0,-1.012,-1.361,0.505,1.132,1.916,1.874,-0.766,0.248,-0.012,0.484,-0.12,-0.145,1.8,-0.262,-1.454
France,1108,0,0.221,-1.928,1.004,1.822,2.577,1.849,3.204,3.717,2.347,1.834,1.822,2.512,-1.521,0.59,-2.145
France,1108,0,0.221,-1.15,1.004,1.822,2.577,1.849,3.204,3.717,2.777,1.834,1.377,2.512,-1.521,0.59,-2.145
France,1108,0,0.362,-1.437,1.991,1.843,2.042,1.966,2.879,3.402,2.715,1.932,2.149,1.977,-2.059,0.269,-2
France,1251,0,1.523,0.746,0.076,1.143,0.743,0.945,1.803,2.031,2.383,1.88,-0.128,2.56,-3.297,1.278,-1.454
France,1251,0,1.523,0.746,0.076,1.143,0.743,0.945,1.803,2.031,2.383,1.88,-0.128,2.56,-2.65,1.278,-1.454
France,1251,0,1.223,0.965,-0.145,1.24,0.59,0.685,1.774,2.413,2.706,1.913,0.806,2.078,-2.968,2.002,-1.437
France,1478,0,-0.24,-0.758,1.082,1.883,2.174,1.946,1.772,1.989,1.769,1.914,0.481,1.148,-0.802,0.817,-1.433
France,1478,0,-0.24,-0.758,1.082,1.883,2.174,1.946,1.772,1.989,1.769,1.914,0.481,2.843,-1.213,0.817,-1.433
France,1478,0,-0.24,-0.758,1.082,1.883,2.174,1.946,1.772,1.989,1.769,1.914,0.964,2.843,-1.213,0.817,-1.433
France,1478,0,-0.276,-0.07,1.082,1.883,2.174,1.946,0.799,3.075,1.769,1.914,1.806,2.843,-1.058,0.817,-1.433
France,1478,0,-0.276,-0.07,1.082,1.883,2.174,1.946,0.799,3.441,1.769,1.914,2.203,2.843,-0.827,0.817,-1.433
France,1478,0,-0.238,-0.07,1.082,1.883,2.174,1.946,1.37,3.441,1.769,1.914,2.203,2.843,-1.737,0.817,-1.433
France,1595,0,-1.281,-1.107,1.078,1.879,1.345,1.939,-1.107,0.265,-0.003,0.618,0.602,-0.274,2.181,-0.247,-1.001
France,1595,0,-1.281,-1.107,0.554,1.879,1.345,1.939,-1.107,-0.388,-0.169,0.618,0.602,-0.274,1.546,-0.278,-1.001
France,1595,0,-0.746,-1.107,0.009,1.879,1.128,1.939,-1.107,-0.388,-0.169,0.618,0.602,-0.274,1.546,-0.278,-0.063
France,1595,0,-1.32,-1.963,0.448,1.879,1.407,1.939,-1.661,0.612,-0.003,0.028,0.602,-0.274,1.546,-0.489,-1.015
France,1776,0,-1.051,-1.989,1.033,1.814,0.956,1.842,-0.777,0.275,-0.021,0.117,-0.162,-0.308,1.624,0.408,-1.445
France,5857,0,-0.21,-0.84,1.115,1.861,2.169,1.976,-0.725,1.612,0.875,1.926,2.185,2.102,0.734,-0.788,-1.4
France,5858,0,2.023,1.375,-0.999,1.235,0.334,0.291,2.375,1.791,1.793,1.897,1.764,2.081,-3.463,2.041,-1.411
Germany,86,0,1.446,-1.589,0.915,0.267,1.791,1.326,1.156,1.924,2.142,1.971,1.967,2.845,-2.909,3.007,-2.447
Germany,86,0,1.662,-1.589,0.915,0.562,1.786,1.306,1.156,1.924,2.142,1.971,2.361,2.845,-2.909,3.007,-2.447
Germany,86,0,1.917,-1.589,1.91,1.093,1.778,1.309,1.156,1.924,2.142,1.971,2.361,2.845,-2.909,3.007,-2.447
Germany,86,0,1.917,-1.589,1.906,1.084,1.808,1.34,1.679,1.924,2.142,1.971,2.792,2.845,-3.476,3.007,-2.447
Germany,86,0,1.917,-1.788,1.906,1.104,1.808,1.359,1.705,3.657,2.165,1.971,3.551,2.848,-3.476,3.007,-2.447
Germany,211,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,211,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,211,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,211,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,211,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,211,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,211,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,211,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,383,0,-1.33,-2.023,1.925,1.82,1.283,1.853,0.428,1.114,1.771,1.119,1.476,1.557,-1.29,1.454,-1.612
Germany,383,0,-1.083,-2.367,1.925,1.858,1.283,1.853,1.02,1.114,1.771,1.071,1.476,2.036,-1.018,1.454,-1.612
Germany,383,0,-1.083,-2.342,1.93,1.845,1.283,1.853,1.023,1.922,1.771,0.728,1.797,2.932,-0.442,1.188,-1.612
Germany,383,0,-1.754,-2.309,1.924,1.878,1.283,1.853,1.691,1.922,1.771,0.728,2.117,2.904,-0.227,0.514,-1.612
Germany,383,0,-1.754,-2.353,1.924,1.878,1.283,1.853,1.13,1.922,1.771,0.693,2.791,2.88,-0.188,0.514,-1.612
Germany,383,0,-1.331,-2.141,1.874,1.878,1.433,1.853,1.714,2.296,1.771,1.232,3.493,2.875,-0.809,0.739,-1.612
Germany,383,0,-1.079,-2.141,1.874,1.878,1.433,1.853,1.733,2.296,1.772,1.232,3.561,2.914,-0.809,1.496,-1.612
Germany,383,0,-1.068,-2.144,1.861,1.853,1.433,1.853,1.733,2.29,1.77,1.28,3.545,2.871,-0.809,1.496,-1.612
Germany,573,0,-2.354,-3.224,1.867,1.851,2.109,1.839,0.468,1.817,1.549,1.934,-0.22,0.249,1.562,-1.588,-1.87
Germany,573,0,-2.354,-3.224,1.867,1.851,2.109,1.839,0.462,1.799,1.549,1.934,0.06,0.249,1.562,-1.588,-1.87
Germany,573,0,-2.354,-3.224,1.867,1.851,1.942,1.839,0.388,2.338,1.549,1.934,0.06,0.28,1.872,-1.588,-1.87
Germany,573,0,-2.354,-3.224,1.867,1.851,1.942,1.839,0.717,2.33,1.549,2.06,0.825,0.28,1.872,-1.588,-1.87
Germany,573,0,-2.354,-3.224,1.867,1.851,1.942,1.839,0.73,2.32,1.549,2.06,0.825,0.28,1.561,-1.588,-1.87
Germany,573,0,-2.354,-3.224,1.867,1.851,1.942,1.839,0.73,2.338,1.549,2.06,1.285,0.293,1.575,-1.588,-1.549
Germany,573,0,-1.722,-3.224,1.867,1.851,1.942,1.839,0.897,2.28,1.549,2.06,1.285,0.731,1.682,-1.588,-1.643
Germany,573,0,-1.722,-3.186,1.888,1.847,1.996,1.839,1.436,2.291,1.754,1.344,1.282,0.684,1.397,-1.264,-1.643
Germany,1375,0,-2.368,-0.958,1.89,1.855,0.47,1.806,-2.077,-1.344,0.779,-1.591,-0.214,-2.377,0.743,-0.025,-1.646
Germany,1375,0,-2.368,-0.97,1.89,1.855,0.47,1.806,-2.077,-0.848,0.675,-1.591,-0.214,-1.011,0.743,-0.025,-1.646
Germany,1375,0,-2.368,-0.97,1.89,1.855,0.846,1.806,-2.077,-0.683,0.675,-1.379,1.139,-1.018,0.743,-0.423,-1.646
Germany,1375,0,-2.368,-0.967,1.89,1.855,0.846,1.806,-2.077,-0.683,0.683,-1.612,1.136,-0.514,0.743,-0.378,-1.646
Germany,1375,0,-2.368,-1.475,1.89,1.855,0.846,1.806,-2.077,-0.683,0.746,-0.993,1.508,-0.1,1.02,-0.04,-1.646
Germany,1375,0,-2.368,-1.291,1.89,1.855,0.858,1.806,-0.943,0.109,0.746,-1.009,1.464,-0.1,0.785,-0.04,-1.646
Germany,1375,0,-2.368,-1.322,1.89,1.855,0.858,1.806,-0.299,0.109,1.039,-1.009,1.668,0.307,0.785,-0.04,-1.646
Germany,1375,0,-2.368,-1.293,1.89,1.878,0.845,1.806,0.069,0.345,0.705,-0.973,1.487,0.309,0.785,-0.04,-1.646
Germany,1545,0,1.383,-1.736,1.902,1.08,2.085,1.412,1.678,3.262,2.317,2.051,3.583,2.866,-3.534,3.081,-2.706
